id,name,original_name,overview,first_air_date,original_language,origin_country,popularity,vote_average,vote_count,genre_ids,poster_path,backdrop_path
291098,흐린 날에 쓴 편지,흐린 날에 쓴 편지,,1998-10-31,ko,KR,0.1413,0,0,18,,
215730,티키타카,티키타카,뽀로로 친구들과 함께 노랫말을 따라 불러 보아요,2020-05-01,ko,KR,0.1073,0,0,"10762,16",/jQLHhcajZ9isxSWXycqWnrzSifI.jpg,
265169,아름다웠던 나의 우리에게,아름다웠던 나의 우리에게,,2019-05-16,ko,KR,0.121,2.5,2,,/mRVAOCCzvVsmYpJSDP2U3ro7f1g.jpg,
235102,도전! 애슐랭 아이셰프,도전! 애슐랭 아이셰프,평균 연령 만 5.5세의 아이 셰프들이 스타 셰프들과 짝을 이뤄 요리 대결에 나서는 쿠킹 쇼 프로그램,2023-09-18,ko,KR,0.1459,0,0,,/rJE5iZsw5n18UTTLwy0vs1ElzFO.jpg,
134421,토론쇼 시민의회,토론쇼 시민의회,시민들이 참여하는 토론 프로그램,2018-09-16,ko,,0.0931,0,0,,/w9dGCUjQ1lIFcvjOuRG0YwrXNjx.jpg,
250383,한국사 대모험,한국사 대모험,"고구려 공주이자 평원왕의 딸 평강과 대학자 설쌤은 삼족오의 부마가 될 온달을 찾아 현대로 향한다. 역사 지식이 부족한 온달을 위해 설쌤과 평강, 온달은 반려견 로빈과 함께 조선시대로 시간 여행을 떠난다.",2024-06-08,ko,KR,0.1187,0,0,"1,610,762",/tCy1EaWbkim0E7d6phZRJtjUEJX.jpg,/9im9yuk63PbeDHktI8CRFdl2eaK.jpg
255031,하이엔드 소금쟁이,하이엔드 소금쟁이,스마트한 소비 습관이 스튜핏한 절약보다 낫다’는 모토 아래  누구나 잘 먹고 잘 살 수 있도록 도와주는 전국민 소비능력 업그레이드 프로젝트.,2024-05-21,ko,KR,0.143,0,0,,/66gPxnTm5thLYtFFLKZuB3fGjjV.jpg,
146166,타요의 멋진 친구들,타요의 멋진 친구들,"꼬마버스 타요에 등장하는 너무나도 멋진 친구들, 꼬마버스 타요의 다양한 친구들을 알아보아요!",2019-08-01,ko,,0.149,0,0,,/iDCHPWzgDpObZaGO0TOGRPr98wn.jpg,
146206,코코패밀리 영어동요,코코패밀리 영어동요,"아이들이 듣고 따라 부르기 신나는 동요 애니메이션

아빠, 엄마, 그리고 형제자매가 일상생활에서 겪게되는 일들을 노래와 춤으로 즐겁게 표현하는 에듀테인먼트 입니다.

코코핑거를 통하여 글자, 숫자, 동물, 색깔 등을 배우고 주인공들과 함께 즐겁게 웃고 신나게 춤추며 노래할 것입니다.",2020-07-01,ko,KR,0.148,0,0,,/v7rQWkXxLczCfVhQSCZUlOdbTgB.jpg,
116362,심술꾸러기 -전직 외과의사인 킬러가 의료의 어둠에 도전한다,심술꾸러기 -전직 외과의사인 킬러가 의료의 어둠에 도전한다,전직외과의 킬러의 드라마,2019-01-29,ko,,0.1466,0,0,,,
289454,싱코리아,싱코리아,"전국 각지 만능 재주꾼들을 찾아다니는 프로그램으로 누구나 참여할 수 있다. 다양한 출연자와 함께 세대 간 소통과 화합의 장을 마련해 시청자들에게는 재미와 정보를 전하고, 현장에서는 관객들과 호흡하며 흥겨운 무대를 선사하는 본격 대국민 노래 대결 프로그램이다",2025-04-20,ko,KR,0.1478,0,0,,/pCP8hCZ9mS1ZVGPKhmfvXKpqMgp.jpg,
134656,얼짱시대 요즘 뭐해?,얼짱시대 요즘 뭐해?,10년이 지난 얼짱시대! 그때 그 시절 얼짱들은 지금 무엇을 하며 살고 있을까?,2020-09-30,ko,,0.1702,0,0,10764,/8zFwH3ObRHfmhEdBI0FDoBXp4qw.jpg,
257225,베베핀 플레이 타임,베베핀 플레이 타임,"친구, 가족과 함께 주변 세상을 탐험하는 아기 핀. 함께 나누기, 자전거 타기 등 다양한 것들을 배워요!",2024-03-18,ko,KR,0.1709,0,0,"1,610,762",/nWDeYZcqmNU4RAoZzrjxJlfMRTn.jpg,
133754,SNUPER Player,SNUPER Player,,2018-04-07,ko,,0.1263,0,0,,/83MTStIEiSsm9wMRdltqo9Cttlp.jpg,
158503,바다의 제국,바다의 제국,"기원전 7세기.'실크로드'라 불리는 '사막의 길'을 통해 동양과 서양은 처음 만났다.AD 8세기, '바다의 길이 열리면서 동, 서양의 교류는 새로운 전기를 맞게 된다.이후 이 바닷길은 단순한 상품교류를 넘어 기술과 제도, 사람들까지 오가는 문명교류의 주요 통로가 되었으며, '근대세계' 형성의 결정적 토대를 제공하였다.근대 이전까지만 해도 서양은 동양에 비해 모든 면에서 뒤떨어진 문명이었다.하지만 서양은 이 ‘바닷길’을 통해 동양과 교류했으며 마침내 동양을 넘어섰고 결국 세계를 지배하게 되었다.동, 서양이 만났던 그 바다에서는 무슨 일이 벌어졌으며 서양의 나라들은 어떻게 부국이 될 수 있었을까? 그 비결을 알아본다.",2015-01-29,ko,KR,0.1431,0,0,,/vF7vGSCs32HXfvTuRynsGG0gS7M.jpg,
241857,시광불급니온유 : 그녀가 달라졌다,시광불급니온유 : 그녀가 달라졌다,갑작스러운 교통사고로 쑹위페이는 연예인 쑹위페이의 몸에서 눈을 뜨고 비밀 결혼을 한 배우 친징샤오와 맞닥뜨린다.,2023-10-03,ko,KR,0.1356,0,0,,,
133968,2021 추석장사 씨름대회,2021 추석장사 씨름대회,2021 추석장사 씨름대회,2021-09-18,ko,,0.1192,0,0,,,
146148,타요 중장비 동요,타요 중장비 동요,"모여라, 힘센 중장비 친구들! 친구들은 얼마나 많은 중장비 자동차를 알고 있나요? 포크레인? 불도저? 레미콘? 더 많은 중장비 친구들을 만나요!",2019-06-01,ko,,0.1815,0,0,,/vmVHH9dqt1v7byyLsWAmyNDG6Zq.jpg,
257541,끈질긴 기쁨,끈질긴 기쁨,,2013-12-01,ko,KR,0.0983,5,1,,/7Q2FWK8Y9KEYUIfUdot69BXr88F.jpg,
138472,화이팅,화이팅,,2020-11-12,ko,,0.1342,0,0,18,,
232534,另一种灿烂生活,另一种灿烂生活,,2012-01-06,ko,KR,0.1804,0,0,,/1noU3Q8GhxSnS9FZsRwzRYsephm.jpg,
220529,전체이용가 TNX,전체이용가 TNX,,2022-08-03,ko,KR,0.1679,0,0,10764,/hKMWkUjH9noVDsdhbnoTmtU4fQl.jpg,/95zhlgMSVoA16KrImBgbHMP6ngo.jpg
134706,야생여정,야생여정,자연다큐멘터리의 종가 KBS가 걸어 온 자연환경과 야생 기록의 컬렉션! 한반도를 넘어 푸른 별 지구의 다양성과 아름다움을 체득하는 프로그램,2018-06-24,ko,,0.1446,0,0,,/sbwlUeIpwamwcSdAlWRBMtn8P0e.jpg,
256889,그렇게 살다,그렇게 살다,,2019-10-18,ko,KR,0.1306,4,1,,/zvAMnOZEsA7NlJxgslM4yoZN8Uh.jpg,
133970,경찰청 사람들 2015,경찰청 사람들 2015,우리가 살아가는 '지금'을 조명해보며 사고와 범죄로부터 안전한 우리 사회를 모색해 보는 프로그램,2015-04-30,ko,KR,0.2178,0,0,10764,/gWvB1qugX5KGm2JhVsKoCzLr01V.jpg,
213729,최강합체 믹스마스터,최강합체 믹스마스터,"전작인 카드왕 믹스마스터의 후속작이자 2기인 한국 애니메이션.

선우엔터테인먼트와 선우아시아퍼시픽 이 같이 제작에 참여하여 50억원의 제작비가 투입된 작품이다.",2010-05-04,ko,KR,0.1316,0,0,,,
111283,악당 중범죄수사반,악당 중범죄수사반,"이렇게 나쁜 형사 녀석들은 본 적이 없다. 형사 드라마 사상 최강, 최악의 더티 히어로가 탄생했다!! 수많은 인기 형사 드라마를 배출하며 형사물의 메카라는 평가를 얻고 있는 TV아사히가 이색적인 형사 드라마를 선보인다. 악당이라고 하면 당연히 범죄자를 연상하지만 여기서의 악당은 다름 아닌 요코하마 미나토초서의 형사들을 가리킨다.

이곳의 형사과 제4계는 가나가와현경의 모든 경찰서 중에서도 최고의 검거율을 자랑하는 최고의 인재들만이 모여 있는 곳. 하지만 그들은 사건 해결을 위해서라면 수단과 방법을 가리지 않는, 무법자 같은 형사들이다. 노리는 악당을 넘어뜨리기 위해서는 다른 악도 이용하고 법을 어기는 아슬아슬한 행동으로 범인을 쫓아, 일탈된 행동을 취하면서도 끝낸 범인을 체포한다. 그들은 그들 나름의 '정의'를 관철하며 제대로 된 상식이 통하지 않는 악에 대해 '눈에는 눈'으로 맞서는 것이다. 그 악의 뒤에는 약자가 있다. 그들은 결코 피해자의 눈물을 내버려 두지 않는다.",2011-10-09,ko,,0.1324,0,0,,/4Us2lAwcVvu4L86AMft2MPtQEW2.jpg,
212451,"소멸 위기의 지방, 해법은 없나","소멸 위기의 지방, 해법은 없나","인구 감소로 지역 소멸 위기에 빠진 대한민국. 각 지자체의 노력에도 불고하고 수도권 쏠림 현상은 계속되고 있다. 지방 소멸의 위기, 과연 해법은 없는 것일까? 각 지역의 현실과 이를 극복하기 위한 각계의 노력을 알아보고 그 해법을 찾아보자",2022-10-08,ko,KR,0.1891,0,0,,/lz8IjgtUGQYVgmn8eRTAlnywpqU.jpg,
129860,어느날 잠에서 깨어보니 베이글녀가 되어 있었다 (Duplicated),어느날 잠에서 깨어보니 베이글녀가 되어 있었다 (Duplicated),자고 일어나 보니 하루아침에 베이글녀가 되어 있는 26세 독신남 정봉기. 평범한 알바 인생 A를 살아왔던 그(그녀?)의 인생은 밑바닥 부터 송두리채 뒤엎힌다.,2019-11-12,ko,,0.1542,0,0,,/9dP68mvy0mvL1361Ycy0fxKi5Xq.jpg,
248772,메디컬다큐 더 팩트,메디컬다큐 더 팩트,어디서도 볼 수 없었던 추적 메디컬 다큐멘터리,2024-03-12,ko,KR,0.11,0,0,,/h412BiLiCbR2Kzq9uqaWXPAXEPt.jpg,
135739,Legendary Soon Kyu,Legendary Soon Kyu,,2021-10-06,ko,,0.1549,0,0,,/m5gii9Oh5cpBBIjVR8LNlRZI3xB.jpg,
261678,희망소생사 고용씨,희망소생사 고용씨,,2017-11-23,ko,KR,0.1432,4,1,,/c7vODwN8ex1vOXXpI3q2tmV56BH.jpg,
212716,러브 앤 섹스,러브 앤 섹스,대기업 후계자 한가이는 진정한 사랑을 찾기 위해 친척 팍와와 함께 여행길에 오른다. 의문의 마을로 향하던 중 한가이는 그동안 자신이 만난 인연들을 회상하며 진정한 사랑이 무엇인지 깨닫기 시작한다.,2021-11-20,ko,KR,0.1791,0,0,,/uuphgfBca2nvoKVsJq8LOm98FLX.jpg,
153441,미래게임천국,미래게임천국,,2021-09-27,ko,KR,0.1829,0,0,,/an5RcRjkSg35WXF0ra64435xCAf.jpg,
132605,단순 명랑 아메바 스퀴시 Part2,단순 명랑 아메바 스퀴시 Part2,"스퀴시는 베프인 팟과 ‘홀씨 차기’를 하고 놀고 싶지만, 팟은 연구 때문에 바쁘다고 안 놀아준다. 스퀴시는 새로운 친구 비니와 함께 신나게 노는데, 비니는 여기저기서 자꾸만 나타난다. 팟은 비니를 조심하라고 경고하는데...",2020-06-30,ko,,0.1104,0,0,,/h1ac55WpTH1ATgWJn1DIoaUJ9pd.jpg,
227942,Teenie Scouts BigFive,Teenie Scouts BigFive,,2019-01-01,ko,KR,0.147,10,1,"10762,16",/cWnLSCDYvliKawF55wcWPcEXz4n.jpg,/pwnYEzSbT1JIPyEDeOTIG3gppHT.jpg
132676,밍꼬발랄,밍꼬발랄,똥꼬발랄 밍꼬의 1인 다역 병맛 코미디,2019-08-15,ko,,0.1024,0,0,,/1szIZ1PT9TE0zL6Y7SatQtqm9P3.jpg,
208761,꼬모는 궁금해,꼬모는 궁금해,"꼬모와 친구들이 작아졌어요. 신기한 것들이 가득한 세상으로 떠나는 마법 같은 여행. 이것저것 먹어보고 만져보며 신나게 놀아보아요. 매일 새로운 재미를 발견하고 배울 수 있답니다. 호기심 가득한 꼬모가 펼치는 짜릿한 탐험, 지금 출발!",2017-01-01,ko,KR,0.1702,2,1,"1,610,762",/6fruQaJBWRa2WvN04zN4b8WHheU.jpg,
257211,아트,아트,,2012-09-16,ko,KR,0.119,6,1,,/tFYN9xNM46FJiQ55x2mSdL7LYG.jpg,
223587,색시몽,색시몽,색시몽은 OCN Movies에서 방영되었던 드라마이다.,2007-10-16,ko,KR,0.2386,0,0,,/mU1B93cfin30AN4wwCTl7E6KGmb.jpg,
245192,집사는 꿈,집사는 꿈,"‘집사는 꿈’(극본 이나임, 연출 박정혁, 기획·제작 (주)박앤미디어)은 인기 아이돌 그룹 멤버들의 영혼이 새끼 고양이에게 들어가면서 평범한 고등학생 소녀의 보살핌을 받게 되는 스토리를 담은 판타지 성장 드라마다. 인천광역시, 인천테크노파크와 인천영상위원회의 지원을 받아 촬영됐다.",2024-01-31,ko,KR,0.2077,3,1,18,/8wMxu1CbreAY7ofRiOkq6clSmsh.jpg,
254074,쉿! 내 친구는 빅파이브,쉿! 내 친구는 빅파이브,"쉿! 내 친구는 빅파이브는 사람들에게 숨겨진 장난감들만 살아 움직이는 세상이 의 이야기 입니다. 그 세상은 바로 키즈카페 '리틀 빅 히어로'! 여기 장난감들은 각자 다른 특징을 가지고 있어서 서로 다툴 때 도 있지만, 금방 화해하고 항상 즐거운 시간을 보내고 있답니다. ‘리틀 빅 히어로' 카페의 장난감 중 가장 특별한 장난감 친구들이 있다면, 그건 바로 빅파이브일 거에요. 한 친구를 제외하고는 모두 변신 능력을 가지고 있는 빅파이브는, 그들의 세상 속에 장난 감들을 도와주는 것으로 하루 하루를 보냅니다. 위험한 상황에 처한 친구를 구하는 것이 빅파이 브에 일이에요! 장난감 세상 속에서 빅파이브는 출동도 하고, 구출작전을 펼치며 장난감들의 든든한 수호자 역할 을 하고 있습니다. 모두들 기억하세요. 힘들고 어려운 일이 있으면 반드시 우리의 작은 영웅, 빅파이브가 출동한다는 것을요!",2019-07-17,ko,KR,0.139,0,0,"1,610,762",/ua6d6HYy5MVPRo5qP5jJacNIFYM.jpg,
294925,남주서치,남주서치,게임 결혼식에서 잠적한 약혼자를 찾아 대학에 입학한 오설렘이 랜선 남주를 서치하다 현실 사랑을 찾아가는 신개념 미스터리 삼각 코믹 로맨스,2025-06-28,ko,KR,0.3197,0,0,,/wYE1YzaZoK4dV3pWA4tE53HPi4N.jpg,
154933,핑크퐁 자동차동요,핑크퐁 자동차동요,멋진 자동차 친구들과 함께 필수 교통 규칙을 노래로 배워요.,2021-11-20,ko,KR,0.1218,0,0,,/7nP6RXA5rm0S1Y3M9n8XI1hdfA8.jpg,
257737,국회의원 정치성 실종사건,국회의원 정치성 실종사건,,2012-04-22,ko,KR,0.1382,5,1,,/tkcW4Os03L7mYUwpIhlXz3gpTdj.jpg,
231697,사랑방손님,사랑방손님,,2018-05-16,ko,KR,0.1516,2,1,,/y1XHnEosh36JQXkm4v7EOwfajYl.jpg,
146165,타요 추천 동요,타요 추천 동요,멋진 타요 친구들과 함께 재미있게 노래하며 교통수단과 직업에 대해 배워봐요.,2020-02-01,ko,,0.1439,0,0,,/mSEor0bKnWjjI10YKQMr7QOafWO.jpg,
146139,레나의 뉴질랜드 이야기,레나의 뉴질랜드 이야기,레나의 뉴질랜드 이야기,2020-01-11,ko,,0.1477,0,0,,/24ouiYHZ2Sa6M3xmGaXWsNKS1wq.jpg,
132595,로보카 폴리 자동차 동요,로보카 폴리 자동차 동요,"‘로보카폴리 자동차 동요”는 애니메이션 ‘로보카폴리’에 등장하는 자동차 캐릭터들과 함께 노래를 부르며 책임감, 협동심, 청소습관, 안전수칙을 배울 수 있도록 기획되었습니다. 위험에 빠진 친구가 있으면 언제든 출동하는 ‘용감한 구조대’에서 최고의 팀워크로 척척 일을 해내는 ‘공사장 친구들’과 ‘항구 팀’, 매일 아침 브룸스타운을 청소하는 클리니, 안전하게 아이들의 등굣길을 책임지는 ‘스쿨비’까지. 자! 매력만점 자동차 친구들을 만나러 브룸스타운으로 떠나볼까요.",2017-01-01,ko,KR,0.1273,0,0,"1,610,762",/yKY3xD3bW2BYV4m7lO63yEBuHeS.jpg,
146090,머드LEE 이형택 TV,머드LEE 이형택 TV,"테니스의 레전드 이형택! 대학동아리부터 동호인, 직장인까지 다양한 분야의 사람들과 펼치는 테니스 대결!",2021-06-07,ko,,0.1304,0,0,,/wBjkC5c2WI3zhBte8iazLIGxakU.jpg,
257619,그 여름의 끝,그 여름의 끝,,2014-09-14,ko,KR,0.1184,4,1,,/e7BmixHsa1rW6o0vNIzoMhI2FtA.jpg,
129833,뽀로로 마법사,뽀로로 마법사,"뽀로로의 마법이 시작된다! 전설의 마법봉을 노리는 악당에 잡혀간 마법 선생님 통통이! 통통이와 위험에 빠진 마법세계를 구하기 위해 뽀로로 마법사가 나가신다! 강력한 마법으로 무장한 마법학교 수제자 뽀로로, 크롱, 루피, 에디의 마법 활약을 지켜봐 줘~",2018-10-24,ko,KR,0.1378,0,0,"1,610,762",/fh8hfTL6EEyvGJJcPGcxG5I1jF4.jpg,/8Udm1M99D49pv8MNBklSuVarT5s.jpg
66129,소비자리포트,소비자리포트,"소비자의 적극적인 참여를 바탕으로 다양한 상품, 서비스에 대한 비교실험과 분석을 통해 소비자가 합리적인 선택을 할 수 있도록 깊이 있고 믿을만한 정보를 제공한다. 또한, 현대인의 소비생활을 심도 있게 관찰해 그 이면에 ..",2007-05-04,ko,,0.1108,0,0,,,
139848,홍사운드,홍사운드,리얼 사운드 먹방 영상을 콘텐츠가 메인이며 일상 브이로그도 하는 유튜버,2018-06-14,ko,,0.1459,0,0,,/vn2qL6JnuclwmKiHZdpJwKP4UKI.jpg,
288358,내 꿈은 라이언,내 꿈은 라이언,전국의 '흙수저' 마스코트들이 세계 최초의 마스코트 예술 종합학교 '마예종'에 입학해 펼치는 도전을 담은 서바이벌 콘텐츠,2020-09-01,ko,KR,0.1369,0,0,10764,/cN1oIZlYdheAIrf8F9QL7V30sEh.jpg,/eCO5s99FOxz8hR9yibdtgHIM1Ip.jpg
201095,쇼킹 받는 차트,쇼킹 받는 차트,‘KING’+‘열 받네’의 합성어인 “킹 받네!” 열 받는다는 말로도 설명이 안 되는 킹 받는 사건들이 있다 당신을 분노케 할 시공 초월 충격 실화! 화려한 말빨과 신들린 연기로 때려 박는 차트쇼가 온다,2022-05-02,ko,KR,0.1993,0,0,,/fKVQGGC9X4fkgmZ4x92d6wQSLRP.jpg,
68859,숨은 한국 찾기,숨은 한국 찾기,"대한민국 구석구석 숨겨진 이야기를 찾아 나서는 여행

알고가면 다르게 보이고 꼼꼼히 보면 여행의 맛이 달라진다.",2016-03-05,ko,,0.1306,0,0,,,
139809,스베누 스타리그,스베누 스타리그,스베누 스타리그! 과연 이번 시즌의 주인공은 누가 될 것인가?!,2015-05-17,ko,,0.1441,0,0,,/xKXHVxnqrLvz0u7HCK0nJ0EOZZ.jpg,
254667,장화홍련,장화홍련,,2009-04-20,ko,KR,0.1416,1.9,8,18,/2t3lXDs3QpqOjelk7bF5HnoHPAD.jpg,
223840,불타는 장미단,불타는 장미단,붉은 장미가 탄생시킨 뜨거운 남자들! 불타는 트롯맨 TOP7! 장미 꽃잎보다 뜨겁고 가시보다 아찔하다! 눈을 뗄 수 없는 7인7색의 매력으로 화요일 밤을 붉게 물들일 불타는 쇼가 펼쳐진다!,2023-04-04,ko,KR,0.1371,0,0,10764,/ArDg6OTIXkI3NVUwEOfaTeREn5J.jpg,/55itosuWoMo6urG4v6206OGp4ae.jpg
292269,NXT & Glow 봄방학 <할머니의 편지> 마지막 화 비하인드,NXT & Glow 봄방학 <할머니의 편지> 마지막 화 비하인드,,2025-04-19,ko,KR,0.1213,9,1,18,/yWXUKL6p0rX5lhtXHbUY8PIvS4U.jpg,/2iz1fG9nY7fJXcwloPh5Y47Sm0x.jpg
283330,CLC의 뷰티풀미션,CLC의 뷰티풀미션,Crystal Clear! CLC 멤버들의 리얼 생고생 버라이어티,2015-07-01,ko,KR,0.1782,0,0,10764,/5jmXYF8d9cma2rHqipDGzWBaysM.jpg,
133331,Secrets Of Nature,Secrets Of Nature,,2021-08-26,ko,,0.1148,0,0,,/ngGU4k9k1YDa770AS5rPx2Gg5ly.jpg,
253785,깨미,깨미,원하고 상상하는 모든 것들이 있는 신비한 공간 퍼니마트. 귀여운 아기 공룡 깨미와 친구들은 여러 가지 사물을 찾으며 퍼니마트 안팎에서 일어나는 문제를 스스로 생각하고 해결해 나간다.,2011-02-28,ko,KR,0.1624,0,0,"1,610,762",/aEzcxSomaw4CKiI8raBCyOEQEaX.jpg,
204585,물 건너온 아빠들,물 건너온 아빠들,육아 전쟁으로 지친 아빠들을 위한 '글로벌 육아 반상회'. 한국에서 살아가는 외국인 아빠들의 고군분투 리얼한 육아를 통해 부모는 물론 아이도 행복해지는 비밀을 찾는 프로그램,2022-06-26,ko,KR,0.1845,0,0,,/zSXmefI1r4qY4FqPeMGbspo7zB0.jpg,
139827,44층 지하던전 ZIP콕 : 켠왕켜놩,44층 지하던전 ZIP콕 : 켠왕켜놩,44층 지하던전 ZIP콕 : 켠왕켜놩,2020-06-27,ko,,0.1497,0,0,,/jFza7l3QcZ4F0HirP6kHKfCrbGP.jpg,
257623,추한 사랑,추한 사랑,,2014-10-26,ko,KR,0.1422,3,1,,/x2znqcsU20wl0VYdZysc73yLYNu.jpg,
146155,뽀롱뽀롱 한글나라,뽀롱뽀롱 한글나라,뽀로로와 함께 여러 단어들을 한글로 배워 보아요~! 배운 단어는 퀴즈와 신나는 노래로 따라 불러요!,,ko,,0.1366,0,0,,/eZCh5eDj5wD7Xj9eHNiQd97Jyj2.jpg,
137393,Park Won sooks Live Together 3,Park Won sooks Live Together 3,,,ko,,0.1402,0,0,,/bUePCl5KIdLBk7uFKnTxzxFF8XU.jpg,
263296,이경규의 경이로운 습관,이경규의 경이로운 습관,일반인들의 나쁜 생활 습관을 24시간 관찰하고 건강한 생활 습관으로 만들어주는 프로그램,2024-09-01,ko,KR,0.1212,0,0,,/646XtrwuH5QRJeKzKu59iKSIsG9.jpg,/qXgHpGITa9lXgGF1W0IgQn7NNEr.jpg
257697,낯선 동화,낯선 동화,,2015-11-07,ko,KR,0.1309,5,1,,/wDu6VuDHhp8BLVtbZzh7Ottz79n.jpg,
146140,브롱부부 잘먹고잘살기,브롱부부 잘먹고잘살기,간단한 디저트와 간식식부터 밥도둑 반찬과 음식들까지! 브롱부부와 함께 잘먹고 잘사는 푸드레시피 함께 해요~,2019-12-24,ko,,0.1288,0,0,,/xFyYNz3CxVGquoFreyZQKOY59V.jpg,
217432,한풀이 노래방,한풀이 노래방,탈락한 가슴에~ 꽃씨를 뿌려줄 곳 어디 없나요? <미스터트롯2> 탈락자들의 비하인드 대방출! 탈락자들의 못다 보여준 노래 실력과 저마다의 사연을 유쾌하게 싹 다 풀어주는 음악쇼!,2023-01-01,ko,KR,0.1435,2,1,,,
257147,터미널,터미널,,2011-10-09,ko,KR,0.1396,5,1,,/hSRmUvkf5JBr1kcUZMbI0H5JVCo.jpg,
139852,타이니 숄더 : 바비 인형을 다시 보다,타이니 숄더 : 바비 인형을 다시 보다,"바비 인형이 약 60년 가까이 사랑을 받아 온 비결은 무엇일까?

′타이니 숄더, 바비 인형을 다시 보다′는 바비의 탄생 과정에서 출발하여

얼마나 많은 문화가 이 조그마한 인형 안에 스며들어 왔는지 살펴본다.",2019-08-08,ko,,0.1058,0,0,,/8dtZMKiYvBRYK5i62bZPKtd82sb.jpg,
136537,헬로 네즈미,헬로 네즈미,아무것도 하기 싫은 귀찮은 탐정 고로와 그의 동료이자 전직 도박사 출신인 코구레가 다양한 사건에 도전하는 이야기를 그린 드라마,2017-07-14,ko,,0.1093,0,0,,/6kZ7NNmdvwKVuzu2aOP1huXSn7p.jpg,
135974,The Oppa of Tteokbokki House,The Oppa of Tteokbokki House,,2021-10-01,ko,,0.0879,0,0,,/db4SqghI5Hw1YhKuygNLi7woKJA.jpg,
235357,피리부는여행사,피리부는여행사,"대한외국인 가이드의 시선이 담긴 국내 여행 프로그램 <대한외국인TG-피리부는 여행사> 코로나 종식 이후 일상으로 돌아가는 대한민국 사람들, 코로나로 피폐해진 심신을 회복하기 위한 국내 여행이 각광받는 시대, 대한민국 사람들에게 새로운 국내 여행을 선사하기 위해 차려진 <피리부는 여행사>(대표 송창의, 팀장 랄랄&가요이)가 한국을 너무나 사랑하고 한국을 한국인보다 더 잘 아는 대한외국인을 국내 여행 가이드 투입, 다양한 여행 코스를 선보인다",2023-09-19,ko,KR,0.1323,0,0,,/lc4yC9q5IHCvbKMVn4OdU9FTmeP.jpg,
232984,"쇼퀸 스페셜 다시, 쇼퀸하라","쇼퀸 스페셜 다시, 쇼퀸하라",결승전에 오른 TOP7 중 최종 1등인 쇼퀸이 결정되기까지!! TOP7의 풋풋했던 예선 (대면 오다션) 과정 부터 각 미션 무대별 비하인드 스토리 그리고 방송에 공개 되지 않았던 미공개 파일까지!! 그 길고도 짧았던 대장정의 기록을 다시 한번 확인해본다,2023-08-20,ko,KR,0.1529,0,0,,/b08vi4DdhCDMJy1u5g8peN3fWhr.jpg,
146153,알쏭달쏭 내 노래를 맞혀봐,알쏭달쏭 내 노래를 맞혀봐,즐겁게~ 춤을 추다가~ 그대로~ 멈춰라! 이 노래는 무슨 노래일까요? 뽀로로와 타요가 부르는 노래를 맞혀보세요!,2021-09-02,ko,,0.1097,0,0,,/wJhQ9uWp9EirdmPyYmMA3UFH3x2.jpg,
146168,타요 자동차 동요,타요 자동차 동요,"타요와 자동차 친구들이 만났다! 중장비, 용감한 구조대, 소방차, 경찰차, 히어로 정비소까지~ 신나는 동요로 만나 보세요!",2019-12-01,ko,,0.1162,0,0,,/zbQK6m2UTNyEUyd7ZeArWGfXS6T.jpg,
220396,도쿄 핫 tokyo hot,도쿄 핫 tokyo hot,막장이지만 매니아도 많아서 n1000대 넘버링에 진입했을 정도로 장수한 레이블이기도 하다.  옛날 로고는 동경열(東京熱) 한자가 궁서체였는데 언제부턴가 고딕으로 바뀌었다.,,ko,KR,0.1305,0,0,,/yGpsU1ucRALZEMMeynRPcU3wLAO.jpg,/1SMX8pjVOsF8RnQkhxRGgX7T5qJ.jpg
128981,맨 인 블랙박스,맨 인 블랙박스,천만 개의 블랙박스로 포착한 연출 불가능한 세상에 단 하나밖에 없는 날것 그대로의 영상을 활용해 정보가 가득한 리얼리티쇼,2016-08-23,ko,KR,0.1086,0,0,10764,/xD2nesGS7U4pPi5nqJBSbrbpStQ.jpg,
139274,바나나차차 율동해요,바나나차차 율동해요,"지우와 함께 배워보는 바나나차차의 중독성 강한 노래와 안무들. 할로윈에도, 또 크리스마스에도, 친구들과 함께 부르는 바나나차차가 있다면 뽀로로와 친구들은 마냥 행복해진다.",2019-12-01,ko,,0.204,0,0,,/x92GK6ZTjDo3xXXSF1E1mOFocmB.jpg,
257143,기쁜 우리 젊은 날,기쁜 우리 젊은 날,,2011-08-28,ko,KR,0.1186,2,1,,/mB2dwAVdBloQxQYj61r0DN2vuGP.jpg,
139343,자동차 동화,자동차 동화,교통수단 중 하나인 자동차의 종류와 특징을 알아본다.,2020-04-01,ko,,0.1571,0,0,,/3llccZfBrrVZwgdinTm5HnOQGU1.jpg,
139807,오토의 그림 브이로그,오토의 그림 브이로그,오토의 그림 브이로그,2021-05-29,ko,,0.1376,0,0,,/QFsRHwLRgBrURmtMe0HTLN5tts.jpg,
196764,더 로맨틱 & 아이돌,더 로맨틱 & 아이돌,,2012-11-11,ko,KR,0.1448,0,0,10764,/2QuWiwNem7sGdXSgfjjqZavFeEi.jpg,/wMYoKlxQ9uof89Oi8xv5dW7pyNT.jpg
287423,Escape Idols,Escape Idols,,2019-10-29,ko,KR,0.1099,0,0,,/2pqDzP9MBvmWzlh9u110rq0cE3v.jpg,
